customer_id,avg_order_value,days_since_last_order,total_orders,recency_score,frequency_score,monetary_score,app_opens_last_week,email_engagement,is_premium,neighborhood_id,courier_density,treatment,Y0,Y1,true_cate,segment,neighborhood_treatment_rate,outcome,expected_order_value,pred_cate
24,26.83425913212226,5.064484882503921,7,0.8555665397773762,0.4158883083359671,0.5366851826424451,5,0.44172931750249206,1,43,12.286506466260086,0,1,0,-0.10824844382350324,Other,0.0,1,28.65181014338021,-0.026357984712559093
25,36.663838845647994,11.77345715540626,20,0.7181593778171995,0.6089044875446846,0.7332767769129599,1,0.3318970892723671,0,42,1.2921320496449027,1,1,1,-0.20482971550966844,Other,1.0,1,39.76545649257051,0.015623588868481853
26,17.735096338665457,8.964857718437573,4,0.7699245360211968,0.32188758248682003,0.35470192677330914,5,0.18279266658790433,0,45,5.70529055339433,0,1,1,0.031053680652305626,Other,0.0,1,27.332602266231373,-0.03617896078147505
27,40.63547027518508,6.682917194765894,10,0.8178193637304438,0.47957905455967414,0.8127094055037015,5,0.34677673458466085,1,35,4.368174260962253,1,1,1,0.0942696456746881,Other,1.0,1,34.06573565738358,-0.014961446033951945
28,25.990419651217927,1.1441646248521997,12,0.9632623112986249,0.5129898714923073,0.5198083930243586,3,0.21596288087318793,0,15,1.234800302089862,0,1,0,-0.009276749405462748,Other,0.0,1,29.993441445781677,0.021212948049767318
29,30.624593753100847,12.653050199797772,12,0.7033494640939475,0.5129898714923073,0.612491875062017,3,0.37017260528915125,1,47,7.650238208357528,1,1,0,0.0772471466433825,Other,1.0,0,0.0,0.04336743488491801
30,25.974400816559047,19.231786373285157,21,0.6093624101415711,0.6182084906716632,0.5194880163311809,1,0.32214526926422743,0,3,1.528485838124519,1,1,1,0.39428441475699183,Persuadable,1.0,1,25.235111488785506,0.18848531382762898
31,62.78417276763407,1.0311012318587258,10,0.9667720064410693,0.47957905455967414,1.2556834553526814,3,0.046485402610308944,0,25,2.31401533716519,1,1,0,-0.0474894039104492,Other,1.0,0,0.0,0.02873830298092871
32,34.79754162893099,4.6893120456131,17,0.8648196874170607,0.5780743515792329,0.6959508325786199,3,0.4488113515718747,0,45,5.70529055339433,0,0,1,0.044034899386916404,Other,0.0,0,0.0,-0.010778480859399744
33,19.134336065661493,2.0972316341760564,12,0.9346600461348513,0.5129898714923073,0.3826867213132299,4,0.1421671824565925,0,11,2.222011553587221,0,1,1,-0.33241564744133356,Other,0.0,1,22.57287496505643,-0.0032598952277165263
34,47.338173681547836,9.831872923960642,22,0.7531656886250425,0.62709884318583,0.9467634736309567,3,0.3203654941566891,0,31,3.1523247104180894,0,1,0,-0.08654082890996806,Other,0.0,1,65.21345250733495,0.004416082210144824
35,16.687345250434667,8.951619651481552,10,0.7701862019711657,0.47957905455967414,0.33374690500869336,3,0.3058380936270021,1,6,2.7977268350122975,0,1,0,-0.06033907467131333,Other,0.0,1,10.169832748206675,-0.007266379561130489
36,38.132953925071334,1.0629684079029802,11,0.9657802051000206,0.4969813299576001,0.7626590785014267,3,0.2972937756679392,1,20,0.28220494361334275,1,1,0,0.007949174052795271,Other,1.0,0,0.0,0.013202569031205437
37,10.0,14.670548660368864,8,0.6715834235234189,0.4394449154672439,0.2,3,0.3354766807878285,0,17,2.0719406228096555,0,0,1,0.35036272727395285,Persuadable,0.0,0,0.0,0.2335380564427935
38,15.077209266523543,1.3974681472790362,8,0.955491056134724,0.4394449154672439,0.30154418533047084,1,0.47302915303678833,1,33,2.028478066829827,0,0,1,0.1479191074215792,Other,0.0,0,0.0,-0.007714411934612144
39,37.952918538036855,11.170782721847356,16,0.7286720828865961,0.5666426688112433,0.7590583707607371,4,0.3502319117858311,0,44,3.928552687345138,1,0,1,-0.013644577245790879,Other,1.0,1,31.016153283093047,-0.0077432086034441945
40,46.07699869993115,4.27426852711707,15,0.8752922028449605,0.5545177444479562,0.9215399739986231,3,0.18382173384518677,0,48,3.6520816080821703,1,0,1,0.0033237022225344193,Other,1.0,1,62.79066550919771,-0.007148836091923969
41,37.57052421784956,2.7853155352500205,14,0.9150438087974077,0.541610040220442,0.7514104843569912,3,0.2978433117586764,0,42,1.2921320496449027,1,0,1,-0.09141797389184048,Other,1.0,1,23.95411286133274,-0.0124069223441572
42,33.265275764176394,1.2058162554656358,5,0.9613592464432191,0.358351893845611,0.6653055152835279,1,0.21844114961756575,1,0,1.4145537471802725,0,1,1,0.020136539966905342,Other,0.0,1,43.432314597242296,0.006047017545686286
43,30.483444566160667,1.284215178169131,11,0.9589500592917132,0.4969813299576001,0.6096688913232133,2,0.41068503765332454,1,10,2.9198867079959854,1,1,1,-0.07245928297787452,Other,1.0,1,46.962209624905654,0.016161264700429417
44,12.822170144488588,7.590699432762792,11,0.798069747376209,0.4969813299576001,0.25644340288977174,4,0.0955120619152358,0,45,5.70529055339433,0,1,1,-0.15293902325773603,Other,0.0,1,30.41145046566048,-0.04508838418370603
45,24.20233687407937,5.596252000760694,17,0.8427853583955663,0.5780743515792329,0.48404673748158744,0,0.6953205015793592,0,39,2.3933492676115473,1,0,1,-0.04687918760965626,Sure Thing,1.0,1,9.741750988041554,-0.033816477271212564
46,28.090418435603187,1.0,20,0.9677419354838709,0.6089044875446846,0.5618083687120637,5,0.14554466290416979,0,25,2.31401533716519,1,1,0,-0.09249936443367912,Other,1.0,0,0.0,0.01687797931927603
47,50.856833393283736,1.0,10,0.9677419354838709,0.47957905455967414,1.0171366678656748,4,0.5549842704822061,0,44,3.928552687345138,1,1,0,0.060743011310342654,Other,1.0,0,0.0,0.010158051189604396
48,40.15427434352692,1.0,12,0.9677419354838709,0.5129898714923073,0.8030854868705384,2,0.306177502032749,1,18,1.6187967129715672,0,1,1,0.041700853193376464,Other,0.0,1,53.12772621242164,0.010015755119465227
49,10.0,9.531686135219907,12,0.7588849081059598,0.5129898714923073,0.2,1,0.4106111339088839,0,38,3.375152640356507,1,0,0,-0.15898910733044358,Other,1.0,0,0.0,0.02093171394653979
50,39.86125954092192,8.71069819445751,7,0.7749795637707024,0.4158883083359671,0.7972251908184385,4,0.1665512844820672,0,8,4.496356508132464,1,1,0,0.0115023746169014,Other,1.0,0,0.0,0.026479487144016472
51,29.223765793755252,1.0,13,0.9677419354838709,0.5278114659230517,0.584475315875105,4,0.5188243468044025,1,0,1.4145537471802725,0,1,1,0.020776639863335,Other,0.0,1,20.579967092781487,-0.003784189735352078
52,24.84616999541062,5.7511618409148975,21,0.83913356811993,0.6182084906716632,0.4969233999082124,5,0.22983972628202318,1,11,2.222011553587221,0,1,0,0.020371486809363515,Other,0.0,1,11.035242878960188,-0.036667693954244476
53,44.175144332613016,1.0,23,0.9677419354838709,0.6356107660695891,0.8835028866522603,2,0.16460446684896876,0,46,1.1174704073272999,0,0,1,0.0868032221814995,Other,0.0,0,0.0,0.019642551839820603
54,50.46499283743927,16.3853365553806,15,0.6467561136304844,0.5545177444479562,1.0092998567487854,2,0.291523080809749,0,35,4.368174260962253,1,1,1,-0.04345868376170503,Other,1.0,1,34.075213724840445,0.1228298091280566
55,48.96920178674298,16.634934087615157,29,0.6432945727689385,0.6802394763324311,0.9793840357348595,4,0.39803658326507113,0,44,3.928552687345138,1,1,1,0.30878004898782163,Persuadable,1.0,1,49.57897915027655,0.18721138383722385
56,22.41173715166042,8.386700341640971,11,0.7815206759893536,0.4969813299576001,0.4482347430332084,2,0.2772999850320259,0,15,1.234800302089862,0,0,0,0.00874422700406896,Other,0.0,0,0.0,-0.020392222789384348
57,30.361814362231783,18.243725098517633,29,0.6218425285099264,0.6802394763324311,0.6072362872446356,1,0.36366477594686514,0,35,4.368174260962253,1,1,0,0.2860884927532813,Persuadable,1.0,0,0.0,0.20625463151000506
58,39.96895147105346,11.678856893262639,11,0.7197894144944623,0.4969813299576001,0.7993790294210692,5,0.15887389371232336,1,5,1.6074803571442489,0,1,1,0.09696584346323678,Other,0.0,1,57.39540251910957,-0.0038340893262386894
59,49.63317690683539,12.343778791375458,12,0.7084866031396888,0.5129898714923073,0.9926635381367077,5,0.45315132962627347,0,47,7.650238208357528,1,0,0,0.0022633912152188462,Other,1.0,0,0.0,-0.0005366894351334604
60,27.81238643232065,5.903036186003147,15,0.8355839279045582,0.5545177444479562,0.556247728646413,1,0.26194217765599387,0,46,1.1174704073272999,0,1,0,-0.005633656806345422,Other,0.0,1,14.51852003906632,-0.015279686350901158
61,32.215115350042744,2.5575803549582625,9,0.921444397062856,0.46051701859880917,0.6443023070008549,3,0.5549145682674536,1,7,2.96373980461867,0,0,1,0.1130416211089399,Other,0.0,0,0.0,-0.008936916121639705
62,18.404975389909577,1.7195057977020956,14,0.9457902714919768,0.541610040220442,0.36809950779819156,3,0.20733724974521803,0,13,0.8017902714798325,1,1,1,0.07777173436170637,Other,1.0,1,23.589330823859708,-0.0035957558312802672
63,17.056900638789937,2.774150421562999,12,0.915355535204421,0.5129898714923073,0.34113801277579875,5,0.13423035195080749,0,25,2.31401533716519,1,1,1,0.0405678412750301,Other,1.0,1,20.384382134061887,-0.011359688753550257
64,47.18788733591297,6.931358795614643,8,0.8123177965377841,0.4394449154672439,0.9437577467182594,3,0.2685500001603202,0,9,7.039500128849845,1,0,1,0.07508253889983874,Other,1.0,1,37.57198522655474,-0.016908757460175127
65,55.34360042856234,1.326747497560428,11,0.9576480929702724,0.4969813299576001,1.106872008571247,6,0.2204779446419881,1,10,2.9198867079959854,1,0,1,0.0023177436362368242,Other,1.0,1,56.45063397410016,0.016521392975239222
66,33.91984817629499,2.094884826281033,25,0.934728389348647,0.6516193076042964,0.6783969635258998,1,0.3271098806803045,0,23,0.6799190274362964,0,1,0,-0.04843335633859147,Other,0.0,1,44.66023861113226,0.0012599757285505176
67,50.052993468380365,4.418583399551817,8,0.8716221598007616,0.4394449154672439,1.0010598693676074,4,0.3086244406567565,0,4,5.62379890211035,0,1,1,0.026654244924250836,Other,0.0,1,57.05811410160589,-0.05086042377284719
68,40.424540375714514,1.8573365807564404,6,0.9416983093973281,0.38918202981106265,0.8084908075142903,5,0.46163509527717883,0,15,1.234800302089862,0,1,1,0.008493337520383282,Other,0.0,1,58.325518572893024,-0.01593458745072694
69,25.323203680923136,6.218068195079531,15,0.8283158515913254,0.5545177444479562,0.5064640736184627,2,0.22350759266622108,0,38,3.375152640356507,1,1,1,-0.041806077268981556,Other,1.0,1,34.91894073735295,-0.0016154482705024458
70,40.42093408262621,17.963669906391367,10,0.6254734064042579,0.47957905455967414,0.8084186816525242,4,0.3071333961615477,0,17,2.0719406228096555,0,1,1,0.4642952191034495,Persuadable,0.0,1,50.40241358907176,0.18309024819568248
71,58.07054849698954,9.650766161199606,28,0.7566058087764418,0.6734591659972948,1.1614109699397908,3,0.5330036488374018,1,3,1.528485838124519,1,1,1,0.13652352654620137,Other,1.0,1,66.90163065309252,-0.08632081567691621
72,34.46260941335073,7.685246732127084,11,0.7960674959419776,0.4969813299576001,0.6892521882670145,1,0.2914050542446703,1,23,0.6799190274362964,0,1,1,0.01902884640849667,Other,0.0,1,41.68689446278157,-0.015247766472783024
73,58.46965483721009,6.1180094979117605,8,0.8306105573656962,0.4394449154672439,1.1693930967442019,2,0.0959082454579577,0,29,7.637496623057638,1,0,0,-0.02042267766782835,Other,1.0,0,0.0,-0.05899214404993705
74,10.0,4.685302435698288,11,0.8649196602974939,0.4969813299576001,0.2,1,0.38674589181516766,0,11,2.222011553587221,0,0,1,0.14379586576315762,Other,0.0,0,0.0,0.008260164677365527
75,47.32853756562836,1.4454149868377584,13,0.9540341576842674,0.5278114659230517,0.9465707513125672,4,0.1964310942135224,0,43,12.286506466260086,0,0,1,0.024090354186606877,Other,0.0,0,0.0,0.012419380062730741
76,36.30570602357257,15.757288096025395,11,0.6556332608051979,0.4969813299576001,0.7261141204714514,5,0.031071977687664194,0,18,1.6187967129715672,0,1,1,0.02540672151572465,Other,0.0,1,49.63592152708405,0.08859238352267629
77,30.514889743011988,2.000123844647042,12,0.937496371752898,0.5129898714923073,0.6102977948602397,7,0.3674621441884577,1,32,9.559185586618458,0,1,1,0.10475417487282912,Other,0.0,1,23.97667597758072,0.009572307370003409
78,36.37641164803254,1.0,18,0.9677419354838709,0.5888877958332881,0.7275282329606507,3,0.38968453731321456,0,22,4.903258687316376,0,1,1,0.10017764093970805,Other,0.0,1,40.02257976360582,0.017119023530211178
79,10.0,9.704485559146125,10,0.7555821358095736,0.47957905455967414,0.2,2,0.4860457392272273,0,11,2.222011553587221,0,0,0,0.053161739361904936,Other,0.0,0,0.0,0.020301761013086107
80,31.70492168243732,1.351827913378839,10,0.9568820064618315,0.47957905455967414,0.6340984336487464,3,0.2001760175225714,0,37,1.9121017858086629,1,1,1,0.05516787904236309,Other,1.0,1,26.5794167329574,0.01566220037667926
81,40.3566885726762,3.2553466427924165,7,0.9021105785557053,0.4158883083359671,0.8071337714535239,2,0.4613214682292905,0,4,5.62379890211035,0,0,1,0.076556625028256,Other,0.0,0,0.0,-0.01408959196599057
82,57.16841067112274,1.0,3,0.9677419354838709,0.2772588722239781,1.1433682134224548,2,0.1276725482771167,0,6,2.7977268350122975,0,1,0,-0.15599151809276096,Other,0.0,1,58.88673000885697,-0.058729487874779246
83,27.22594672589529,1.0319352352279585,13,0.9667460238168939,0.5278114659230517,0.5445189345179058,3,0.20059338170220492,1,1,6.930786899434396,0,1,1,-0.18786391108674694,Other,0.0,1,18.393023085914756,0.012581817472059352
84,22.872595956602186,1.3313778976691615,13,0.9575065641218349,0.5278114659230517,0.45745191913204375,1,0.2881531431956056,0,10,2.9198867079959854,1,1,1,-0.043133183017411536,Other,1.0,1,35.08698328781849,0.0297318952821718
85,27.47364434623195,1.0,15,0.9677419354838709,0.5545177444479562,0.549472886924639,3,0.13552030612336533,0,36,2.191052085093987,1,1,0,0.10729993264265025,Other,1.0,0,0.0,0.016761454796502106
86,48.731031765531114,7.483176436018157,19,0.8003590637844807,0.5991464547107982,0.9746206353106223,1,0.10988333391183537,0,23,0.6799190274362964,0,0,0,0.1730614652653636,Other,0.0,0,0.0,-0.006861388538335452
87,39.93126664489527,12.698370344324784,8,0.7026029274203301,0.4394449154672439,0.7986253328979054,3,0.36771515615793127,0,41,1.1321146095462573,0,0,0,-0.1376974558800343,Other,0.0,0,0.0,0.10684106273194727
88,27.05359694349442,3.2711833376079213,17,0.9016811844527828,0.5780743515792329,0.5410719388698884,5,0.24863262778160586,0,7,2.96373980461867,0,1,1,-0.1324951735698488,Other,0.0,1,17.16267599866608,-0.012384683115869558
89,42.699011496700344,14.53241357677274,15,0.6736666079928673,0.5545177444479562,0.8539802299340069,3,0.40001608494802066,1,32,9.559185586618458,0,1,0,-0.022847707499204617,Other,0.0,1,32.56528119506992,0.14706452293271882
90,36.456163240220604,1.679772512881465,15,0.9469764969998302,0.5545177444479562,0.7291232648044121,3,0.478987857254214,0,49,8.790719748401793,1,1,0,0.04411993365480249,Other,1.0,0,0.0,0.0017747822827867367
91,49.52967485799334,2.755348125084657,15,0.9158809695881522,0.5545177444479562,0.9905934971598669,3,0.15481593226406598,0,4,5.62379890211035,0,1,0,0.048255116009909726,Other,0.0,1,34.54901936013772,-0.03385210486684992
92,24.469203591839715,1.1437044935994267,9,0.9632765429740552,0.46051701859880917,0.48938407183679433,3,0.45727187593414875,0,28,3.0937516991436302,0,0,1,0.19389753760091166,Other,0.0,0,0.0,0.021649460291554106
93,30.085067801033475,6.783396738802393,20,0.8155853635005204,0.6089044875446846,0.6017013560206695,1,0.37844967651311945,0,13,0.8017902714798325,1,0,1,0.09311668417103791,Other,1.0,1,32.015693543956274,-0.0117487202093975
94,29.118377703017636,3.8115165017166115,9,0.8872716489506438,0.46051701859880917,0.5823675540603527,2,0.3821257951457419,0,40,9.787135314956481,1,1,0,-0.17055457962624854,Other,1.0,0,0.0,-0.009759723714143539
95,13.047275778018221,6.650441115474094,20,0.8185440362226302,0.6089044875446846,0.26094551556036444,4,0.10825740924843252,0,12,1.57079515580511,1,1,0,0.12465538898172751,Other,1.0,0,0.0,-0.04580682266974456
96,39.44180415596864,10.038837155488489,16,0.7492725096759616,0.5666426688112433,0.7888360831193728,1,0.282039746306977,1,44,3.928552687345138,1,1,1,-0.08329690479638863,Other,1.0,1,45.74136175699918,-0.006227768533553292
97,38.91582908269834,5.5230290156740045,23,0.8445225767983622,0.6356107660695891,0.7783165816539668,3,0.2752051524325316,0,39,2.3933492676115473,1,1,0,-0.028314885859751393,Other,1.0,0,0.0,-0.012511562722425835
98,35.07670184963691,6.915077739170979,9,0.81267606185119,0.46051701859880917,0.7015340369927382,3,0.5173566010361195,1,1,6.930786899434396,0,1,0,-0.05635921035777647,Other,0.0,1,26.897014296233102,-0.0327947244705716
99,31.481192999372794,19.160585037476476,7,0.6102449752607739,0.4158883083359671,0.6296238599874558,2,0.16974432532108244,0,0,1.4145537471802725,0,1,1,0.19044075338455624,Other,0.0,1,26.123109296294647,0.07686477275028264
100,13.769438869243785,2.487373951781609,12,0.9234356721022322,0.5129898714923073,0.2753887773848757,3,0.6002078057954253,0,4,5.62379890211035,0,0,0,0.09668499138836184,Sure Thing,0.0,0,0.0,0.017517004992746735
101,28.690320158519615,3.1148712648996124,16,0.9059373886740353,0.5666426688112433,0.5738064031703923,1,0.24409962608508037,1,41,1.1321146095462573,0,1,1,0.10369546904349192,Other,0.0,1,14.902953523244664,-0.015502256695276849
102,29.85928225209846,8.85357796456212,4,0.7721296614526116,0.32188758248682003,0.5971856450419692,2,0.21185643041922586,1,35,4.368174260962253,1,1,0,-0.15857665980573177,Other,1.0,0,0.0,-0.03399287078811726
103,22.965840961675717,6.614731443828056,17,0.8193423471103168,0.5780743515792329,0.45931681923351436,2,0.4662907601809389,0,45,5.70529055339433,0,1,0,-0.14024780882655302,Other,0.0,1,12.435598474372638,-0.010753516334354911
104,32.580714325009865,1.37664377567187,10,0.9561252062038813,0.47957905455967414,0.6516142865001973,2,0.3622571987786148,1,23,0.6799190274362964,0,1,0,-0.1282306505532042,Other,0.0,1,33.320332500993906,0.006277159580866098
105,41.060762852218076,3.302887085520818,20,0.9008228002263257,0.6089044875446846,0.8212152570443615,3,0.27787737677005225,0,47,7.650238208357528,1,0,0,0.016340806879953762,Other,1.0,0,0.0,-0.01223342967582186
106,63.29278851815795,4.415651445656174,20,0.8716964154338708,0.6089044875446846,1.265855770363159,6,0.3872491389682994,1,16,1.6299708616879958,1,1,1,0.12986477619679704,Other,1.0,1,53.12745738682047,-0.03313286400370423
107,37.61866719247759,3.8057300743475846,27,0.8874235206286687,0.6664409020350408,0.7523733438495518,4,0.16982374401256584,0,44,3.928552687345138,1,0,1,0.053713537810328005,Other,1.0,1,51.785347070352806,-0.04388861784858413
108,38.86325586084146,1.374444795610051,12,0.9561922193503687,0.5129898714923073,0.7772651172168292,2,0.18091792904063356,0,23,0.6799190274362964,0,1,1,-0.07201086293402792,Other,0.0,1,25.34894736318799,0.009933368394766003
109,33.883311263507494,18.078879801568306,23,0.6239746043130858,0.6356107660695891,0.6776662252701499,3,0.3022172496271532,0,1,6.930786899434396,0,0,1,0.33378359770944266,Persuadable,0.0,0,0.0,0.1856417676084318
110,10.0,10.057773865089054,15,0.7489183023758953,0.5545177444479562,0.2,3,0.1309656964997706,0,32,9.559185586618458,0,1,1,-0.0900286056651271,Other,0.0,1,4.8147886267597215,0.025852225772339886
111,34.602291868261744,4.595760693669174,12,0.8671582702180567,0.5129898714923073,0.6920458373652348,1,0.35831897466979834,1,42,1.2921320496449027,1,1,1,0.10169154275519765,Other,1.0,1,35.061043637784884,-0.018365535830870056
112,35.9034531491154,7.977375103847473,11,0.7899440105580313,0.4969813299576001,0.718069062982308,2,0.2746540346137921,1,38,3.375152640356507,1,1,1,0.05658482139502807,Other,1.0,1,57.08669543332787,-0.004091928310145027
113,71.94863168727929,15.930421172114693,1,0.6531618747318089,0.13862943611198905,1.4389726337455857,5,0.22232823423035733,1,38,3.375152640356507,1,0,0,-0.13614837732792628,Other,1.0,0,0.0,-0.0019839495836803207
114,32.114585528283165,1.0246885890638309,7,0.9669718332184959,0.4158883083359671,0.6422917105656633,2,0.3165773421893008,0,31,3.1523247104180894,0,1,1,-0.0495875418073598,Other,0.0,1,26.45313464793226,0.005583649706044701
115,39.523210135004184,2.017257179975116,23,0.9369946910618944,0.6356107660695891,0.7904642027000837,4,0.27834584857637906,0,39,2.3933492676115473,1,0,1,-0.06400472638750127,Other,1.0,1,47.79375540320248,-0.0018015092295638642
116,34.47932345442135,5.4769286303074125,13,0.8456199890531517,0.5278114659230517,0.6895864690884269,4,0.4068663857647249,0,12,1.57079515580511,1,1,1,0.12838368105807796,Other,1.0,1,36.508170921392924,-0.011557143573024
117,17.46982943570702,11.23151379715594,9,0.7275988009460215,0.46051701859880917,0.34939658871414037,1,0.4334468799573204,0,47,7.650238208357528,1,1,1,0.21309528410860507,Other,1.0,1,33.15463223249449,0.01990016492410973
118,52.14234221772531,1.0,7,0.9677419354838709,0.4158883083359671,1.0428468443545063,6,0.07838866659159117,0,17,2.0719406228096555,0,1,1,-0.030243075592253033,Other,0.0,1,52.628758842487414,-0.013277537028458287
119,46.27899549030161,28.95411111543394,11,0.5088703642950207,0.4969813299576001,0.9255799098060322,0,0.4464685119101739,0,1,6.930786899434396,0,1,1,0.4483096888542667,Persuadable,0.0,1,55.29795735749445,0.1731529728916517
120,46.865479205645705,4.247586897002499,12,0.875974126008444,0.5129898714923073,0.9373095841129141,2,0.4332522672801148,0,22,4.903258687316376,0,1,0,0.02466473342100961,Other,0.0,1,39.11884153526122,-0.006431225198115856
121,21.359188178078917,3.1156053661927734,26,0.9059173060030047,0.6591673732008658,0.42718376356157833,2,0.2427190575050658,1,27,1.5510043853795643,0,1,0,-0.4988056050429377,Other,0.0,1,17.89587112887876,-0.014422143157889183
122,56.041914664041485,2.424344484942855,6,0.9252307325420667,0.38918202981106265,1.1208382932808296,3,0.38190211606533553,0,6,2.7977268350122975,0,1,1,0.11544861602067491,Other,0.0,1,50.37891370022869,-0.05195002936341157
123,13.972234058115788,1.3411471373387567,12,0.957208103090108,0.5129898714923073,0.27944468116231574,2,0.4796273779191618,0,39,2.3933492676115473,1,1,1,0.09650765634076053,Other,1.0,1,5.991340931206551,0.03128049712212635
